PRODUCT_ID,STORE_ID,WEEK_NO,display,mailer
26355,315,39,6,0
26355,315,40,4,0
26355,315,41,2,0
26355,315,87,2,0
26355,315,88,2,0
26355,315,89,2,0
26355,315,90,5,0
26355,315,91,5,0
26355,316,36,5,0
26355,316,37,5,0
26355,316,42,5,0
26355,316,84,6,0
26355,316,85,6,0
26355,316,86,6,0
26355,316,90,5,0
26355,316,92,5,0
26355,317,34,2,0
26355,317,35,2,0
26355,317,36,2,0
26355,317,37,2,0
26355,317,38,9,0
26355,317,39,9,0
26355,317,40,9,0
26355,317,87,2,0
26355,317,88,2,0
26355,317,89,2,0
26355,317,90,2,0
26355,317,91,9,0
26355,317,92,9,0
26355,317,93,9,0
26355,317,94,9,0
26355,318,32,A,0
26355,318,33,A,0
26355,318,34,A,0
26355,318,35,A,0
26355,318,36,9,0
26355,318,37,9,0
26355,318,38,2,0
26355,318,39,9,0
26355,318,40,9,0
26355,318,84,A,0
26355,318,88,A,0
26355,318,90,A,0
26355,318,91,A,0
26355,318,93,2,0
26355,318,94,A,0
26355,319,34,1,0
26355,319,35,1,0
26355,319,36,1,0
26355,319,37,1,0
26355,319,39,3,0
26355,319,40,3,0
26355,319,84,3,0
26355,319,93,4,0
26355,320,33,A,0
26355,320,34,A,0
26355,320,35,A,0
26355,320,37,A,0
26355,320,38,A,0
26355,320,39,A,0
26355,320,86,6,0
26355,320,87,6,0
26355,320,88,6,0
26355,320,89,6,0
26355,321,33,3,0
26355,321,34,3,0
26355,321,36,2,0
26355,321,37,5,0
26355,321,38,5,0
26355,321,39,5,0
26355,321,40,5,0
26355,321,41,9,0
26355,321,84,4,0
26355,321,85,4,0
26355,321,86,2,0
26355,321,88,5,0
26355,321,89,4,0
26355,321,90,6,0
26355,322,32,2,0
26355,322,33,2,0
26355,322,34,2,0
26355,322,36,2,0
26355,322,37,2,0
26355,322,38,2,0
26355,322,40,2,0
26355,322,41,2,0
26355,322,42,6,0
26355,322,46,6,0
26355,322,84,6,0
26355,322,86,6,0
26355,322,87,6,0
26355,322,88,6,0
26355,322,89,6,0
26355,322,90,9,0
26355,322,91,9,0
26355,323,32,3,0
26355,323,33,3,0
26355,323,34,6,0
26355,323,35,2,0
26355,323,36,2,0
26355,323,37,2,0
26355,323,38,2,0
26355,323,39,9,0
26355,323,87,6,0
26355,323,88,6,0
26355,323,89,6,0
26355,323,90,6,0
26355,323,91,A,0
26355,323,93,5,0
26355,323,94,A,0
26355,323,95,A,0
26355,324,32,3,0
26355,324,33,3,0
26355,324,34,3,0
26355,324,35,3,0
26355,324,36,9,0
26355,324,37,9,0
26355,324,39,3,0
26355,324,93,3,0
26355,327,32,3,0
26355,327,33,3,0
26355,327,34,3,0
26355,327,35,3,0
26355,327,36,9,0
26355,327,37,9,0
26355,327,38,9,0
26355,327,39,9,0
26355,327,40,9,0
26355,329,32,5,0
26355,329,33,5,0
26355,329,35,3,0
26355,329,37,3,0
26355,329,39,3,0
26355,329,88,3,0
26355,329,89,3,0
26355,329,90,3,0
26355,329,91,3,0
26355,329,92,A,0
26355,329,93,A,0
26355,329,94,9,0
26355,329,95,9,0
26355,329,96,7,0
26355,330,32,A,0
26355,330,33,A,0
26355,330,34,A,0
26355,330,35,A,0
26355,330,36,9,0
26355,330,37,9,0
26355,330,39,A,0
26355,330,40,A,0
26355,330,84,A,0
26355,330,85,A,0
26355,330,89,5,0
26355,333,40,3,0
26355,334,33,5,0
26355,334,34,5,0
26355,334,35,5,0
26355,334,37,5,0
26355,334,38,5,0
26355,334,39,5,0
26355,334,40,5,0
26355,334,93,3,0
26355,334,94,5,0
26355,335,34,2,0
26355,335,35,2,0
26355,335,36,2,0
26355,335,37,2,0
26355,335,38,7,0
26355,335,88,7,0
26355,335,89,7,0
26355,335,90,7,0
26355,335,91,3,0
26355,337,32,5,0
26355,337,33,5,0
26355,337,34,2,0
26355,337,35,5,0
26355,337,36,5,0
26355,337,37,5,0
26355,337,38,3,0
26355,337,39,3,0
26355,337,40,1,0
26355,337,86,3,0
26355,337,88,3,0
26355,337,90,3,0
26355,337,92,3,0
26355,338,33,A,0
26355,338,34,A,0
26355,338,35,5,0
26355,338,36,5,0
26355,338,37,5,0
26355,338,40,5,0
26355,338,87,A,0
26355,338,88,A,0
26355,338,89,7,0
26355,338,90,A,0
26355,338,91,6,0
26355,338,92,6,0
26355,339,33,4,0
26355,339,34,5,0
26355,339,35,4,0
26355,339,36,4,0
26355,339,37,4,0
26355,339,39,3,0
26355,339,40,2,0
26355,339,41,4,0
26355,339,87,5,0
26355,339,88,5,0
26355,339,89,5,0
26355,339,90,5,0
26355,339,91,9,0
26355,339,92,9,0
26355,340,33,2,0
26355,340,36,A,0
26355,340,37,A,0
26355,341,35,2,0
26355,341,36,2,0
26355,341,37,2,0
26355,341,38,2,0
26355,341,39,9,0
26355,341,86,2,0
26355,341,87,2,0
26355,341,88,2,0
26355,341,89,2,0
26355,341,90,9,0
26355,343,34,6,0
26355,343,36,6,0
26355,343,84,3,0
26355,343,85,3,0
26355,343,86,3,0
26355,343,87,3,0
26355,343,88,9,0
26355,343,89,9,0
26355,343,90,6,0
26355,343,91,6,0
26355,343,93,6,0
26355,345,34,A,0
26355,345,35,A,0
26355,345,36,A,0
26355,345,37,A,0
26355,345,38,9,0
26355,345,39,9,0
26355,345,40,9,0
26355,345,41,7,0
26355,345,42,9,0
26355,345,43,9,0
26355,345,44,9,0
26355,345,86,5,0
26355,345,88,A,0
26355,345,89,A,0
26355,345,90,A,0
26355,345,91,5,0
26355,345,92,5,0
26355,345,93,9,0
26355,345,94,9,0
26355,346,33,5,0
26355,346,39,5,0
26355,346,86,7,0
26355,346,88,7,0
26355,352,35,5,0
26355,352,36,5,0
26355,352,37,2,0
26355,352,38,5,0
26355,352,39,9,0
26355,352,40,9,0
26355,352,87,7,0
26355,352,88,7,0
26355,352,89,5,0
26355,352,90,5,0
26355,354,32,A,0
26355,354,33,A,0
26355,354,34,A,0
26355,354,35,A,0
26355,354,36,9,0
26355,354,37,9,0
26355,354,38,9,0
26355,354,39,9,0
26355,354,40,9,0
26355,354,41,9,0
26355,355,36,7,0
26355,355,37,7,0
26355,355,38,7,0
26355,355,39,7,0
26355,355,40,9,0
26355,355,85,7,0
26355,355,86,7,0
26355,355,87,7,0
26355,355,89,2,0
26355,356,33,A,0
26355,356,34,A,0
26355,356,35,A,0
26355,356,36,A,0
26355,356,37,9,0
26355,356,38,9,0
26355,356,39,9,0
26355,358,32,A,0
26355,358,33,A,0
26355,358,35,A,0
26355,358,36,A,0
26355,358,37,A,0
26355,358,38,A,0
26355,358,39,9,0
26355,358,84,A,0
26355,358,85,A,0
26355,358,86,A,0
26355,358,87,A,0
26355,358,88,9,0
26355,358,89,9,0
26355,358,91,A,0
26355,358,92,A,0
26355,358,93,A,0
26355,359,32,3,0
26355,359,36,3,0
26355,359,87,5,0
26355,359,88,5,0
26355,359,91,A,0
26355,359,92,A,0
26355,359,93,A,0
26355,360,33,2,0
26355,360,34,2,0
26355,360,38,2,0
26355,360,39,2,0
26355,360,87,6,0
26355,361,33,5,0
26355,361,35,A,0
26355,361,37,A,0
26355,361,38,7,0
26355,361,39,A,0
26355,361,40,2,0
26355,361,41,2,0
26355,362,35,3,0
26355,363,33,5,0
26355,363,34,5,0
26355,363,35,A,0
26355,363,36,A,0
26355,363,38,A,0
26355,363,40,A,0
26355,363,41,A,0
26355,363,86,A,0
26355,363,88,A,0
26355,363,91,A,0
26355,364,33,7,0
26355,364,34,7,0
26355,364,35,7,0
26355,364,36,7,0
26355,364,37,9,0
26355,364,39,7,0
26355,364,40,7,0
26355,364,41,7,0
26355,364,84,3,0
26355,364,85,6,0
26355,364,86,6,0
26355,364,87,6,0
26355,364,88,9,0
26355,364,89,9,0
26355,364,90,5,0
26355,364,91,5,0
26355,364,92,5,0
26355,365,34,5,0
26355,365,35,5,0
26355,365,36,5,0
26355,365,37,2,0
26355,365,38,9,0
26355,365,39,9,0
26355,365,87,5,0
26355,365,88,5,0
26355,366,32,1,0
26355,366,34,7,0
26355,366,35,1,0
26355,366,36,1,0
26355,366,83,5,0
26355,366,87,5,0
26355,366,90,5,0
26355,367,35,4,0
26355,367,38,5,0
26355,367,39,4,0
26355,367,84,7,0
26355,368,32,5,0
26355,368,33,5,0
26355,368,34,5,0
26355,368,36,5,0
26355,368,37,5,0
26355,368,88,5,0
26355,368,89,3,0
26355,368,90,5,0
26355,368,91,5,0
26355,368,92,5,0
26355,369,38,A,0
26355,369,39,A,0
26355,369,40,A,0
26355,369,41,A,0
26355,369,86,7,0
26355,369,87,5,0
26355,369,88,5,0
26355,369,89,5,0
26355,369,90,4,0
26355,369,93,A,0
26355,370,38,A,0
26355,370,41,A,0
26355,370,85,3,0
26355,370,86,3,0
26355,370,87,3,0
26355,370,88,3,0
26355,370,89,9,0
26355,370,90,9,0
26355,370,91,9,0
26355,372,32,A,0
26355,372,33,A,0
26355,372,34,A,0
26355,372,35,A,0
26355,372,37,A,0
26355,372,85,A,0
26355,372,86,A,0
26355,372,87,A,0
26355,372,88,A,0
26355,372,89,9,0
26355,372,90,9,0
26355,372,91,9,0
26355,374,33,A,0
26355,374,34,A,0
26355,374,35,A,0
26355,374,36,A,0
26355,374,37,7,0
26355,374,38,2,0
26355,374,39,2,0
26355,374,40,2,0
26355,374,84,A,0
26355,374,85,A,0
26355,374,86,A,0
26355,374,87,5,0
26355,374,88,5,0
26355,374,89,5,0
26355,374,90,A,0
26355,375,34,5,0
26355,375,35,5,0
26355,375,36,5,0
26355,375,37,5,0
26355,375,38,9,0
26355,375,39,9,0
26355,375,86,5,0
26355,375,89,7,0
26355,375,91,5,0
26355,379,37,5,0
26355,379,38,5,0
26355,379,39,5,0
26355,379,40,5,0
26355,379,84,A,0
26355,379,85,A,0
26355,379,86,A,0
26355,379,88,A,0
26355,379,89,A,0
26355,379,90,A,0
26355,379,91,A,0
26355,379,92,9,0
26355,380,32,5,0
26355,380,34,7,0
26355,380,37,7,0
26355,380,38,7,0
26355,380,40,7,0
26355,380,88,1,0
26355,380,89,1,0
26355,380,90,1,0
26355,381,33,3,0
26355,381,34,4,0
26355,381,35,4,0
26355,381,36,4,0
26355,381,37,5,0
26355,381,40,3,0
26355,381,84,1,0
26355,381,85,3,0
26355,381,88,5,0
26355,381,90,5,0
26355,381,91,5,0
26355,382,33,6,0
26355,382,34,6,0
26355,382,35,6,0
26355,382,36,6,0
26355,382,37,9,0
26355,382,38,9,0
26355,382,40,6,0
26355,382,84,6,0
26355,382,85,6,0
26355,382,86,6,0
26355,382,88,6,0
26355,382,89,7,0
26355,382,90,6,0
26355,384,33,3,0
26355,384,35,3,0
26355,384,37,5,0
26355,384,38,5,0
26355,384,85,7,0
26355,384,86,7,0
26355,384,87,7,0
26355,384,88,7,0
26355,384,89,9,0
26355,388,33,6,0
26355,388,34,6,0
26355,388,90,6,0
26355,389,41,5,0
26355,389,83,5,0
26355,389,84,5,0
26355,389,86,5,0
26355,389,88,5,0
26355,389,89,5,0
26355,389,90,5,0
26355,391,32,3,0
26355,391,34,1,0
26355,391,35,3,0
26355,391,36,3,0
26355,391,37,3,0
26355,391,38,3,0
26355,391,39,5,0
26355,391,84,5,0
26355,391,86,5,0
26355,391,87,5,0
26355,391,88,5,0
26355,391,90,A,0
26355,396,33,5,0
26355,396,35,5,0
26355,396,38,1,0
26355,396,39,1,0
26355,396,40,1,0
26355,396,41,5,0
26355,396,87,5,0
26355,396,88,5,0
26355,396,89,5,0
26355,396,90,5,0
26355,400,32,5,0
26355,400,33,5,0
26355,400,34,5,0
26355,400,35,6,0
26355,400,36,5,0
26355,400,37,5,0
26355,400,38,5,0
26355,400,39,3,0
26355,400,40,3,0
26355,400,41,3,0
26355,400,85,5,0
26355,400,89,5,0
26355,400,90,5,0
26355,401,34,5,0
26355,401,35,5,0
26355,401,36,5,0
26355,401,37,5,0
26355,401,38,9,0
26355,401,39,9,0
26355,401,40,9,0
26355,401,41,9,0
26355,401,42,9,0
26355,401,84,5,0
26355,401,85,5,0
26355,401,88,5,0
26355,401,89,5,0
26355,401,90,5,0
26355,401,91,5,0
26355,401,92,9,0
26355,402,33,5,0
26355,402,34,5,0
26355,402,35,5,0
26355,402,36,5,0
26355,402,37,9,0
26355,402,38,9,0
26355,402,39,9,0
26355,402,40,9,0
26355,402,87,5,0
26355,402,89,2,0
26355,402,91,5,0
26355,402,92,5,0
26355,402,93,5,0
26355,403,33,7,0
26355,403,34,2,0
26355,403,35,2,0
26355,403,36,7,0
26355,403,37,7,0
26355,403,38,2,0
26355,403,40,A,0
26355,403,41,A,0
26355,403,85,2,0
26355,403,86,2,0
26355,403,89,2,0
26355,403,90,2,0
26355,404,32,A,0
26355,404,33,A,0
26355,404,34,A,0
26355,404,35,A,0
26355,404,36,9,0
26355,404,37,9,0
26355,404,38,3,0
26355,404,39,7,0
26355,404,40,5,0
26355,404,41,4,0
26355,404,84,A,0
26355,404,85,7,0
26355,404,86,A,0
26355,404,88,7,0
26355,404,89,A,0
26355,404,90,A,0
26355,406,32,A,0
26355,406,33,A,0
26355,406,34,A,0
26355,406,35,A,0
26355,406,36,9,0
26355,406,37,9,0
26355,406,38,9,0
26355,406,85,2,0
26355,406,86,2,0
26355,406,87,5,0
26355,406,88,A,0
26355,406,89,A,0
26355,406,91,A,0
26355,408,33,3,0
26355,408,34,5,0
26355,408,35,5,0
26355,408,36,5,0
26355,408,37,9,0
26355,408,38,9,0
26355,408,39,9,0
26355,408,40,9,0
26355,408,41,9,0
26355,410,32,3,0
26355,410,33,3,0
26355,410,34,7,0
26355,410,35,3,0
26355,410,36,3,0
26355,410,37,3,0
26355,410,38,3,0
26355,410,40,3,0
26355,410,41,3,0
26355,410,42,3,0
26355,410,84,5,0
26355,410,85,5,0
26355,410,86,5,0
26355,410,87,7,0
26355,410,88,5,0
26355,410,89,5,0
26355,410,90,5,0
26355,410,91,5,0
26355,414,33,3,0
26355,414,34,3,0
26355,414,35,3,0
26355,414,36,3,0
26355,414,37,9,0
26355,414,38,9,0
26355,414,39,9,0
26355,414,40,7,0
26355,415,89,A,0
26355,415,91,A,0
26355,415,92,A,0
26355,415,93,A,0
26355,420,36,4,0
26355,420,89,4,0
26355,420,90,4,0
26355,420,91,4,0
26355,421,32,3,0
26355,421,33,3,0
26355,421,34,3,0
26355,421,35,3,0
26355,421,36,9,0
26355,421,37,9,0
26355,421,38,9,0
26355,421,84,3,0
26355,421,85,3,0
26355,421,86,3,0
26355,421,88,6,0
26355,421,89,6,0
26355,421,90,6,0
26355,422,32,7,0
26355,422,33,5,0
26355,422,37,2,0
26355,422,39,2,0
26355,422,88,3,0
26355,422,89,3,0
26355,422,92,3,0
26355,422,93,2,0
26355,422,94,2,0
26355,424,85,6,0
26355,424,87,6,0
26355,424,88,6,0
26355,424,89,6,0
26355,424,92,4,0
26355,427,32,5,0
26355,427,33,5,0
26355,427,34,5,0
26355,427,35,5,0
26355,427,36,9,0
26355,427,37,9,0
26355,427,38,9,0
26355,427,39,9,0
26355,427,83,1,0
26355,427,84,1,0
26355,427,85,3,0
26355,427,89,6,0
26355,427,90,6,0
26355,429,33,3,0
26355,429,34,3,0
26355,429,35,3,0
26355,429,36,3,0
26355,429,37,9,0
26355,429,38,9,0
26355,429,39,5,0
26355,429,41,5,0
26355,429,86,7,0
26355,429,87,7,0
26355,429,88,7,0
26355,429,89,7,0
26355,429,91,6,0
26355,429,92,6,0
26355,429,93,3,0
26355,429,94,7,0
26355,432,33,2,0
26355,432,36,2,0
26355,432,39,2,0
26355,432,86,2,0
26355,432,87,2,0
26355,432,88,7,0
26355,432,89,6,0
26355,432,90,5,0
26355,432,91,7,0
26355,433,34,7,0
26355,433,90,A,0
26355,436,36,7,0
26355,436,37,5,0
26355,436,38,7,0
26355,436,39,3,0
26355,436,84,3,0
26355,436,85,3,0
26355,436,86,3,0
26355,436,87,3,0
26355,436,88,9,0
26355,436,89,9,0
26355,436,90,9,0
26355,436,92,3,0
26355,438,84,A,0
26355,438,85,A,0
26355,438,86,A,0
26355,438,87,A,0
26355,438,88,9,0
26355,438,90,A,0
26355,439,33,3,0
26355,439,34,3,0
26355,439,35,3,0
26355,439,36,3,0
26355,439,37,9,0
26355,439,38,9,0
26355,439,39,9,0
26355,439,40,5,0
26355,441,32,2,0
26355,441,33,7,0
26355,441,85,3,0
26355,441,86,3,0
26355,441,88,3,0
26355,441,89,3,0
26355,441,90,3,0
26355,441,91,3,0
26355,441,93,3,0
26355,442,35,5,0
26355,442,36,5,0
26355,442,37,7,0
26355,442,38,3,0
26355,442,39,3,0
26355,442,40,5,0
26355,442,42,5,0
26355,442,87,2,0
26355,442,88,2,0
26355,442,89,2,0
26355,442,91,7,0
26355,443,32,4,0
26355,443,33,4,0
26355,443,34,4,0
26355,443,35,4,0
26355,443,36,9,0
26355,443,37,9,0
26355,443,39,4,0
26355,443,40,4,0
26355,443,88,7,0
26355,443,89,3,0
26355,445,33,5,0
26355,445,34,5,0
26355,445,35,5,0
26355,445,36,5,0
26355,445,37,9,0
26355,445,38,9,0
26355,445,39,9,0
26355,445,41,2,0
26355,445,85,5,0
26355,445,86,5,0
26355,445,87,5,0
26355,445,89,5,0
26355,445,90,5,0
26355,445,91,5,0
26355,446,31,5,0
26355,446,32,5,0
26355,446,36,5,0
26355,446,37,5,0
26355,446,40,5,0
26355,446,83,1,0
26355,446,84,1,0
26355,446,85,1,0
26355,446,86,1,0
26355,446,87,A,0
26355,446,88,A,0
26355,446,89,3,0
26355,446,91,A,0
26355,447,34,3,0
26355,447,37,3,0
26355,447,40,3,0
26355,447,85,3,0
26355,447,88,3,0
26355,448,32,5,0
26355,448,33,5,0
26355,448,34,5,0
26355,448,35,5,0
26355,448,36,9,0
26355,448,38,5,0
26355,448,39,5,0
26355,448,40,5,0
26355,448,41,5,0
26355,448,42,9,0
26355,448,88,5,0
26355,448,89,7,0
26355,448,90,5,0
26355,448,91,5,0
26355,448,92,5,0
26355,450,35,3,0
26355,450,36,3,0
26355,450,38,3,0
26355,450,39,3,0
26355,450,40,3,0
26355,450,41,3,0
26355,450,84,7,0
26355,450,85,7,0
26355,450,86,7,0
26355,450,88,5,0
26355,450,89,5,0
26355,450,90,5,0
26355,450,91,5,0
26355,450,92,9,0
26355,31401,33,5,0
26355,31401,34,3,0
26355,31401,35,3,0
26355,31401,36,3,0
26355,31401,37,5,0
26355,31401,42,2,0
26355,31582,33,5,0
26355,31582,34,5,0
26355,31582,35,5,0
26355,31582,37,5,0
26355,31582,38,5,0
26355,31582,84,5,0
26355,31582,85,5,0
26355,31582,86,5,0
26355,31582,87,5,0
26355,31582,88,9,0
26355,31582,89,2,0
26355,31582,90,A,0
26355,31582,91,A,0
26355,31582,92,9,0
26355,31642,33,5,0
26355,31642,36,5,0
26355,31642,37,2,0
26355,31642,38,2,0
26355,31642,39,5,0
26355,31642,92,1,0
26355,31742,32,2,0
26355,31742,33,2,0
26355,31742,34,2,0
26355,31742,35,2,0
26355,31742,36,9,0
26355,31742,37,9,0
26355,31742,38,9,0
26355,31742,39,9,0
26355,31742,86,2,0
26355,31742,87,2,0
26355,31742,88,2,0
26355,31742,89,2,0
26355,31742,90,9,0
26355,31742,91,9,0
26355,31742,92,9,0
26355,31742,93,9,0
26355,31742,94,9,0
26355,31742,95,9,0
26355,31762,35,2,0
26355,31762,36,2,0
26355,31762,37,2,0
26355,31762,39,2,0
26355,31762,87,4,0
26355,31762,88,4,0
26355,31762,90,4,0
26355,31762,93,4,0
26355,31762,94,4,0
26355,31762,95,4,0
26355,31782,37,4,0
26355,31782,39,4,0
26355,31782,40,4,0
26355,31782,41,4,0
26355,31782,84,3,0
26355,31782,85,3,0
26355,31782,86,3,0
26355,31862,38,5,0
26355,31862,39,3,0
26355,31862,88,7,0
26355,31862,89,7,0
26355,31862,90,7,0
26355,31862,91,7,0
26355,32004,37,5,0
26355,32004,38,5,0
26355,32004,91,5,0
26355,33923,84,5,0
26355,33923,85,5,0
26355,33923,86,5,0
26355,33923,87,7,0
26355,33923,88,7,0
26355,33923,89,7,0
26355,33923,92,7,0
26355,34007,88,2,0
26355,34011,84,A,0
26355,34011,85,A,0
26355,34011,86,5,0
26355,34011,87,4,0
26355,34011,88,5,0
26355,34011,89,4,0
26355,34280,89,A,0
26355,34280,90,A,0
26355,34280,92,7,0
26355,34280,93,A,0
26355,34280,94,7,0
26426,286,30,0,A
26426,286,31,0,A
26426,286,35,0,A
26426,286,51,0,A
26426,286,55,0,A
26426,288,30,0,A
26426,288,31,0,A
26426,288,32,0,A
26426,288,51,0,A
26426,288,55,0,A
26426,289,30,0,A
26426,289,31,0,A
26426,289,32,0,A
26426,289,35,0,A
26426,289,39,0,A
26426,289,51,0,A
26426,289,55,0,A
26426,292,30,0,A
26426,292,31,0,A
26426,292,32,0,A
26426,292,35,0,A
26426,292,39,0,A
26426,292,40,0,A
26426,292,51,0,A
26426,292,55,0,A
26426,293,30,0,A
26426,293,35,0,A
26426,293,51,0,A
26426,293,55,0,A
26426,295,30,0,A
26426,295,31,0,A
26426,295,32,0,A
26426,295,35,0,A
26426,295,39,0,A
26426,295,51,0,A
26426,295,55,0,A
26426,296,30,0,A
26426,296,31,0,A
26426,296,32,0,A
26426,296,35,0,A
26426,296,39,0,A
26426,296,40,0,A
26426,296,51,0,A
26426,296,55,0,A
26426,297,30,0,A
26426,297,39,0,A
26426,297,55,0,A
26426,298,30,0,A
26426,298,31,0,A
26426,298,32,0,A
26426,298,35,0,A
26426,298,40,0,A
26426,298,51,0,A
