week_no,group_id,qty,avg_price,discount_rate,weekofyear,neural_eps
13,COUP/STR & MFG,3,1.0010696043705831,0.3079584775086505,13,0.6608792
13,DELI,531,3.675081916752533,0.08656033416253175,13,1.9454067
13,DRUG GM,2782,3.052865906424308,0.10005217205183316,13,1.7735953
13,FLORAL,39,7.209333333333333,0.0,13,2.0264924
13,FROZEN GROCERY,5,1.9575,0.016194331983805668,13,1.3821499
13,GARDEN CENTER,21,6.2425,0.08938278400880753,13,2.0175557
13,GROCERY,15063,2.033168557065308,0.1981596252120041,13,1.4578806
13,KIOSK-GAS,1329145,0.6733044592125135,0.027072645457251413,13,0.01047723
13,MEAT,801,4.9050927672955975,0.13651989878279486,13,1.962713
13,MEAT-PCKGD,1145,2.9450916649182783,0.24874702925653444,13,1.7811555
13,MISC SALES TRAN,223150,3.591754030746512,0.023939727167355186,13,1.8838646
13,MISC. TRANS.,10,3.8122222222222226,0.0,13,1.9446461
13,NUTRITION,263,2.4063071895424835,0.09958711553033234,13,1.662607
13,PASTRY,340,2.672399098643243,0.15941421695031804,13,1.662607
13,PRODUCE,2406,1.7849426706166338,0.10990607636850115,13,1.2644286
13,SALAD BAR,90,3.1534146341463414,0.03939435936525536,13,1.8044972
13,SEAFOOD,46,6.471590909090909,0.3338133207247093,13,2.069221
13,SEAFOOD-PCKGD,91,4.920151740109264,0.17338775510204082,13,1.962713
13,SPIRITS,15,9.085384615384616,0.0,13,2.0801935
13,TRAVEL & LEISUR,5,4.804,0.0,13,1.9446461
14,CHEF SHOPPE,5,2.99,0.0,14,1.7921544
14,COSMETICS,52,3.52272835252447,0.10530152096797706,14,1.8436815
14,COUP/STR & MFG,7,1.0992835252447,0.21957236842105263,14,0.8647278
14,DELI,653,3.4968434343434343,0.08733014574193654,14,1.8846252
14,DRUG GM,2742,3.0785624839611683,0.10080957673364654,14,1.8052578
14,FLORAL,109,4.074285714285715,0.0,14,1.9446461
14,FROZEN GROCERY,1,1.65,0.0,14,1.2935008
14,GARDEN CENTER,3,11.323333333333332,0.0,14,2.0956786
14,GM MERCH EXP,2,1.23,0.5469613259668509,14,0.91646564
14,GROCERY,18390,1.9538526286477953,0.21525452975045217,14,1.4529052
14,KIOSK-GAS,1378161,1.0521706268562305,0.027984310783992,14,0.80330694
14,MEAT,989,4.537554284432481,0.19655210684029442,14,1.962713
14,MEAT-PCKGD,1446,2.884292762608975,0.24441179726099077,14,1.7811555
14,MISC SALES TRAN,177740,2.9952089269858346,0.019468560905024995,14,1.7921544
14,MISC. TRANS.,18,1.86,0.0,14,1.2935008
14,NUTRITION,306,2.5927330508474578,0.10084837191055315,14,1.6921529
14,PASTRY,410,2.3467781531531533,0.17623866730425786,14,1.6332351
14,POSTAL CENTER,1,1.89,0.0,14,1.3482944
14,PRODUCE,2945,1.8578001263947965,0.1079043493415887,14,1.3124373
14,SALAD BAR,100,2.9680722891566265,0.0,14,1.7712668
14,SEAFOOD,48,6.548863636363635,0.2588218885117858,14,2.0516653
14,SEAFOOD-PCKGD,87,5.2137671232876714,0.1928679790170167,14,1.962713
14,SPIRITS,22,7.922380952380952,0.0,14,2.0483067
14,TRAVEL & LEISUR,3,3.0400000000000005,0.0,14,1.8044972
15,CHEF SHOPPE,3,1.6099999999999999,0.0,15,1.2935008
15,COSMETICS,67,4.657857142857143,0.05209881129271918,15,1.9454067
15,COUP/STR & MFG,8,0.43812180764852066,0.0,15,-0.3033104
15,DELI,650,3.747632450331126,0.06418768014965545,15,1.9454067
15,DRUG GM,3186,3.069807911908646,0.07968139412755047,15,1.8052578
15,FLORAL,49,7.074,0.0,15,2.0264924
15,FROZEN GROCERY,1,1.69,0.0,15,1.2935008
15,GARDEN CENTER,7,6.704285714285715,0.0,15,2.0264924
15,GROCERY,19902,2.087861268420001,0.22806489477756955,15,1.4529052
15,KIOSK-GAS,1723306,0.3388994888025564,0.030144557383490676,15,-0.6805642
15,MEAT,1155,5.100265896777874,0.22363392868248766,15,1.962713
15,MEAT-PCKGD,1425,3.0626411192292813,0.21829494719879175,15,1.7811555
15,MISC SALES TRAN,321468,1.7280575358851242,0.028259105446560698,15,1.2935008
15,MISC. TRANS.,23,2.0565,0.02840909090909091,15,1.5015665
15,NUTRITION,343,2.381703980099503,0.10983404748940602,15,1.6332351
15,PASTRY,486,2.8171033868092694,0.14428613087205083,15,1.7570944
15,PRODUCE,3598,1.9667142004773268,0.16164447938711088,15,1.3788697
15,RESTAURANT,1,2.52,0.0,15,1.6913923
15,SALAD BAR,93,3.1583541666666664,0.0,15,1.845441
15,SEAFOOD,40,4.9237179487179485,0.29559154622703177,15,1.9750082
15,SEAFOOD-PCKGD,100,5.338735632183909,0.16076444704239531,15,1.962713
15,SPIRITS,34,6.906428571428571,0.0,15,2.0264924
15,TRAVEL & LEISUR,6,3.07,0.0,15,1.845441
15,VIDEO RENTAL,5,2.9975,0.36330498177399756,15,1.7169753
16,AUTOMOTIVE,2,5.74,0.0,16,1.9446461
16,CHEF SHOPPE,1,1.18,0.0,16,0.8933462
16,COSMETICS,82,3.8944708544289037,0.08750465602704792,16,1.9454067
16,COUP/STR & MFG,11,1.4517113669929331,0.14419087136929462,16,1.2245506
16,DELI,695,3.6861627604166665,0.06993783793724943,16,1.8846252
16,DRUG GM,3528,3.1422743873423746,0.08416654811984745,16,1.8052578
16,FLORAL,53,6.932608695652175,0.008477689547008789,16,2.027253
16,FROZEN GROCERY,2,1.3399999999999999,0.4519427402862986,16,1.1840932
16,GARDEN CENTER,17,6.873333333333334,0.0,16,2.0264924
16,GROCERY,22774,2.011573598376435,0.19179434431878195,16,1.4529052
16,KIOSK-GAS,1579733,0.40420828926380237,0.02819352014495725,16,-0.50637186
16,MEAT,1232,4.708199889867841,0.21318632686669417,16,1.962713
16,MEAT-PCKGD,1633,3.073859365215265,0.20111288847480502,16,1.7761799
16,MISC SALES TRAN,257177,2.5203012831084575,0.02142203878713974,16,1.7231034
16,MISC. TRANS.,13,3.4820833333333336,0.009529366005445352,16,1.845441
16,NUTRITION,289,2.5483886524822696,0.11286724631803087,16,1.6332351
16,PASTRY,497,2.8519439957229253,0.14342595789963283,16,1.7570944
16,PRODUCE,3596,1.9187707378570609,0.14339582970223622,16,1.3788697
16,RESTAURANT,1,3.1,0.0,16,1.845441
16,SALAD BAR,130,3.0933796296296294,0.0,16,1.845441
16,SEAFOOD,46,5.538536585365854,0.2094734087406589,16,1.962713
16,SEAFOOD-PCKGD,100,4.526236559139785,0.15300803590820244,16,1.9454067
16,SPIRITS,20,8.175294117647057,0.0,16,2.0483067
16,TRAVEL & LEISUR,4,3.7199999999999998,0.0,16,1.8838646
17,AUTOMOTIVE,1,0.75,0.0,17,0.24611275
17,CHEF SHOPPE,6,2.99,0.0,17,1.7879963
17,COSMETICS,91,3.2799331730077967,0.2576459918375573,17,1.7761799
17,COUP/STR & MFG,6,0.33344934061763865,0.26022304832713755,17,-0.5259796
17,DELI,735,3.7345995024875625,0.08120118502558579,17,1.8846252
17,DRUG GM,3730,3.055611429841609,0.09283254538026033,17,1.7887568
17,FLORAL,51,7.745777777777778,0.08069051519671369,17,2.0490673
17,GARDEN CENTER,3,4.99,0.0,17,1.9446461
17,GROCERY,21473,2.085158070392948,0.16974157131385922,17,1.4827379
17,KIOSK-GAS,1788082,0.3424492089900855,0.028903705472093855,17,-0.67430407
17,MEAT,1184,4.841628635346757,0.21979331942124994,17,1.962713
17,MEAT-PCKGD,1623,2.976071884328982,0.22297556519360495,17,1.7596791
17,MISC SALES TRAN,358196,3.19646348178052,0.024832416709851056,17,1.8462015
17,MISC. TRANS.,17,2.1733333333333333,0.0,17,1.5756019
17,NUTRITION,453,2.4697853881278538,0.13661063671361354,17,1.6406024
17,PASTRY,530,2.4897169811320756,0.14761474042075387,17,1.6406024
17,PRODUCE,3114,1.9214553770223075,0.10235070603991789,17,1.3701869
17,RESTAURANT,7,5.091666666666667,0.0,17,1.9446461
17,SALAD BAR,120,2.836333333333333,0.0,17,1.7671087
17,SEAFOOD,49,6.051472868217053,0.32759168482207696,17,2.0240672
17,SEAFOOD-PCKGD,133,4.983842592592593,0.13679559187584847,17,1.962713
17,SPIRITS,20,9.503333333333334,0.0,17,2.080954
17,TRAVEL & LEISUR,7,2.6042857142857145,0.0,17,1.7671087
18,CHEF SHOPPE,4,2.7350000000000003,0.0,18,1.7671087
18,COSMETICS,77,3.1753333333333336,0.12465676382042543,18,1.8373884
18,COUP/STR & MFG,15,0.42037803365959986,0.12412831241283125,18,-0.31157073
18,DAIRY DELI,2,2.89,0.0,18,1.7671087
18,DELI,734,3.634604316546763,0.062442065941543445,18,1.8833077
18,DRUG GM,3407,3.053017808389179,0.0804164384971315,18,1.7837814
18,FLORAL,47,7.020238095238096,0.0012671460702632499,18,1.9724103
18,FROZEN GROCERY,1,1.89,0.0,18,1.2885253
18,GARDEN CENTER,5,6.49,0.0,18,1.9724103
18,GROCERY,20342,2.0667405872821005,0.17349471469538943,18,1.4827379
18,HBC,1,2.69,0.0,18,1.7671087
