mean_treated,mean_control,std_treated,std_control,n_treated,n_control,t_stat,p_value,cohens_d,hedges_g
68.64699830412663,26.238993781797625,57.32035614859431,32.79370999897611,5307,5307,46.78178797375587,0.0,0.9081702483195048,0.9081060621403884
